step,error,energy,q0,q1,q2,q3,q4,q5
1427,1.1762,0.0284063,-0.259836,0.199812,-0.10736,-0.0495073,-0.260787,-0.288682
1428,1.16598,0.0177711,-0.255294,0.201582,-0.112147,-0.0444243,-0.254841,-0.286024
1429,1.15431,0.0257188,-0.260959,0.203442,-0.120001,-0.0392035,-0.256619,-0.288429
1430,1.16865,0.0122049,-0.261199,0.206668,-0.117104,-0.0441215,-0.250743,-0.289258
1431,1.16909,0.0194643,-0.257909,0.207683,-0.113825,-0.0473745,-0.241296,-0.287575
1432,1.15566,0.0118532,-0.255099,0.207675,-0.119938,-0.0469638,-0.248793,-0.279065
1433,1.15753,0.0185869,-0.257882,0.207381,-0.127226,-0.0536763,-0.249077,-0.271164
1434,1.16641,0.0206679,-0.261325,0.196036,-0.130193,-0.0500107,-0.245415,-0.26408
1435,1.14706,0.0118296,-0.261041,0.192957,-0.137578,-0.0588082,-0.246321,-0.273636
1436,1.17034,0.0155225,-0.260704,0.199549,-0.13451,-0.0581325,-0.249878,-0.279527
1437,1.1823,0.0237915,-0.261124,0.197704,-0.134613,-0.0500827,-0.250858,-0.283764
1438,1.17815,0.0110992,-0.257752,0.202143,-0.130714,-0.053791,-0.246352,-0.279795
1439,1.17055,0.0213406,-0.255049,0.200938,-0.126212,-0.0499291,-0.251201,-0.287711
1440,1.17104,0.00967624,-0.255911,0.203018,-0.125689,-0.0492193,-0.246521,-0.285344
1441,1.1657,0.0233516,-0.256693,0.198248,-0.132743,-0.0410808,-0.251367,-0.282945
1442,1.16308,0.00701807,-0.258606,0.196501,-0.130644,-0.0429283,-0.254382,-0.279511
1443,1.16257,0.0230934,-0.267636,0.193126,-0.12795,-0.0490074,-0.250491,-0.276365
1444,1.16458,0.0370041,-0.265027,0.186585,-0.134385,-0.0502306,-0.252534,-0.278279
1445,1.16704,0.0187116,-0.266041,0.18292,-0.142159,-0.047074,-0.250992,-0.280175
1446,1.16936,0.018162,-0.27386,0.190343,-0.147759,-0.0525607,-0.257656,-0.279641
1447,1.20182,0.017015,-0.27202,0.189672,-0.154009,-0.0643623,-0.267503,-0.276935
1448,1.2245,0.00976506,-0.273469,0.193785,-0.153835,-0.0683909,-0.260641,-0.27996
1449,1.23008,0.00544217,-0.270296,0.194306,-0.156199,-0.060774,-0.261453,-0.284377
1450,1.2274,0.0115408,-0.280554,0.199498,-0.156333,-0.0607015,-0.264472,-0.269296
1451,1.23085,0.023125,-0.28656,0.199163,-0.155802,-0.0634755,-0.262963,-0.274272
1452,1.24224,0.014378,-0.279123,0.199477,-0.169495,-0.0712154,-0.269591,-0.268138
1453,1.25704,0.0231011,-0.286195,0.196787,-0.166644,-0.0791401,-0.274552,-0.276197
1454,1.27951,0.0320512,-0.288698,0.193024,-0.165994,-0.0826673,-0.271414,-0.271069
1455,1.27287,0.0160717,-0.286941,0.189312,-0.170666,-0.0736763,-0.276302,-0.273161
1456,1.27006,0.00630483,-0.279286,0.190975,-0.168107,-0.0772475,-0.27532,-0.284779
1457,1.27571,0.0158352,-0.274354,0.19753,-0.175735,-0.0759298,-0.27645,-0.285263
1458,1.28526,0.0149248,-0.274799,0.197857,-0.174381,-0.0750552,-0.278148,-0.290043
1459,1.29028,0.0107152,-0.277045,0.195179,-0.170572,-0.074737,-0.274155,-0.293765
1460,1.28545,0.0229849,-0.278301,0.191379,-0.164264,-0.0690117,-0.277887,-0.300331
1461,1.28117,0.0181917,-0.279209,0.185368,-0.174838,-0.0681042,-0.277207,-0.297657
1462,1.28238,0.0112904,-0.280157,0.188217,-0.184425,-0.0726797,-0.28494,-0.291364
1463,1.30178,0.0156454,-0.280301,0.188006,-0.179068,-0.0712738,-0.293247,-0.283935
1464,1.29583,0.0155357,-0.283458,0.195121,-0.183996,-0.0740733,-0.292818,-0.283969
1465,1.31343,0.0179737,-0.284134,0.192568,-0.18022,-0.0733128,-0.287595,-0.289256
1466,1.30709,0.0267923,-0.283269,0.190736,-0.177016,-0.0767155,-0.294312,-0.289042
1467,1.31109,0.0373386,-0.283861,0.18925,-0.17907,-0.0836416,-0.293612,-0.290081
1468,1.31951,0.0287841,-0.282415,0.189335,-0.173909,-0.0851753,-0.300805,-0.284244
1469,1.31588,0.0124483,-0.284018,0.188257,-0.171892,-0.0871813,-0.300972,-0.291185
1470,1.32351,0.0134699,-0.280667,0.184493,-0.163617,-0.0878529,-0.300615,-0.285225
1471,1.30247,0.0170598,-0.289943,0.188905,-0.172452,-0.0921902,-0.296928,-0.286893
1472,1.32731,0.0246813,-0.297456,0.187166,-0.172217,-0.0998965,-0.28848,-0.282425
1473,1.32764,0.0129707,-0.300708,0.18602,-0.172785,-0.0985324,-0.286651,-0.283848
1474,1.32854,0.0245175,-0.29829,0.183138,-0.167926,-0.110518,-0.289527,-0.287791
1475,1.33719,0.0149503,-0.29437,0.180668,-0.170033,-0.115264,-0.284115,-0.292374
1476,1.33682,0.00875171,-0.303723,0.184496,-0.173346,-0.106765,-0.282078,-0.290148
1477,1.34056,0.0272108,-0.305259,0.183389,-0.170916,-0.111644,-0.282294,-0.287577
1478,1.34108,0.0252322,-0.308836,0.189432,-0.166045,-0.108606,-0.286895,-0.289218
1479,1.34903,0.0294043,-0.321041,0.193166,-0.168511,-0.101752,-0.284249,-0.280813
1480,1.34953,0.00903005,-0.326469,0.188528,-0.169461,-0.105216,-0.282889,-0.273626
1481,1.34619,0.0238246,-0.332837,0.186344,-0.176496,-0.102988,-0.289144,-0.269455
1482,1.35726,0.0263509,-0.330169,0.18241,-0.172988,-0.10383,-0.294696,-0.265378
1483,1.34947,0.0130926,-0.326756,0.177732,-0.17957,-0.102444,-0.294929,-0.263997
1484,1.34543,0.0163461,-0.328925,0.17633,-0.176528,-0.10252,-0.300087,-0.262908
1485,1.3473,0.0157612,-0.32831,0.181298,-0.169475,-0.106815,-0.300634,-0.265508
1486,1.35204,0.0168428,-0.33361,0.175213,-0.173902,-0.104238,-0.305808,-0.266161
1487,1.35893,0.00487899,-0.325643,0.16913,-0.177004,-0.105932,-0.305407,-0.268322
1488,1.35144,0.00876021,-0.325813,0.17069,-0.180701,-0.105466,-0.306913,-0.265093
1489,1.35468,0.0248666,-0.324817,0.166932,-0.176783,-0.106238,-0.307157,-0.26073
1490,1.34266,0.0253949,-0.321839,0.172657,-0.181263,-0.102289,-0.304533,-0.255498
1491,1.33808,0.0224012,-0.321403,0.171596,-0.18325,-0.0971992,-0.309468,-0.259891
1492,1.34281,0.00460233,-0.329357,0.170377,-0.173472,-0.0969698,-0.309877,-0.265313
1493,1.34537,0.0261477,-0.334599,0.166528,-0.172242,-0.0971257,-0.309621,-0.270945
1494,1.35106,0.0203106,-0.33779,0.16372,-0.171761,-0.0973769,-0.305837,-0.270794
1495,1.34728,0.0145806,-0.336082,0.161452,-0.164422,-0.09653,-0.294331,-0.268871
1496,1.32169,0.0116642,-0.348201,0.167557,-0.16933,-0.0982427,-0.29658,-0.269012
1497,1.34892,0.0221344,-0.343424,0.168184,-0.166656,-0.0988185,-0.30409,-0.264039
1498,1.34521,0.0243417,-0.335901,0.167914,-0.166206,-0.0961452,-0.307563,-0.260242
1499,1.33397,0.0212009,-0.340774,0.171075,-0.169697,-0.0938951,-0.313729,-0.264304
1500,1.35347,0.00923205,-0.338572,0.174139,-0.168926,-0.0880316,-0.310503,-0.267472
1501,1.34764,0.0269729,-0.340375,0.169115,-0.173297,-0.0991941,-0.313847,-0.260454
1502,1.35628,0.0175284,-0.343236,0.173687,-0.172232,-0.10051,-0.31323,-0.262984
1503,1.36588,0.0236672,-0.347997,0.173424,-0.174007,-0.09816,-0.311297,-0.256299
1504,1.36118,0.0184383,-0.346555,0.178984,-0.17618,-0.0886921,-0.312349,-0.248613
1505,1.35137,0.0183469,-0.351806,0.180231,-0.173304,-0.0912168,-0.308849,-0.24639
1506,1.3518,0.0379534,-0.351389,0.184475,-0.184745,-0.0858052,-0.306273,-0.237638
1507,1.35032,0.0110131,-0.345144,0.178112,-0.189371,-0.0841479,-0.31171,-0.235204
1508,1.34369,0.0271666,-0.345075,0.187369,-0.192528,-0.0801472,-0.306673,-0.238728
1509,1.35052,0.0102183,-0.344331,0.177267,-0.19461,-0.0795787,-0.315828,-0.231838
1510,1.34345,0.025606,-0.344366,0.175885,-0.195444,-0.0805908,-0.314279,-0.223159
1511,1.33372,0.0223154,-0.344085,0.179696,-0.199949,-0.0833952,-0.308127,-0.227339
1512,1.34259,0.0163244,-0.346331,0.184409,-0.201701,-0.0847331,-0.309875,-0.234181
1513,1.36123,0.01213,-0.344904,0.180566,-0.197524,-0.0868383,-0.30694,-0.236219
1514,1.35299,0.0245365,-0.352094,0.190835,-0.196299,-0.0866696,-0.317197,-0.238471
1515,1.38157,0.00629788,-0.355809,0.184358,-0.199302,-0.083727,-0.318968,-0.242032
1516,1.3842,0.029306,-0.36102,0.189321,-0.190485,-0.0779824,-0.30953,-0.236401
1517,1.36474,0.0109373,-0.364496,0.184105,-0.193485,-0.0756079,-0.30948,-0.235878
1518,1.36305,0.0276189,-0.359169,0.177312,-0.181627,-0.0822976,-0.311063,-0.242012
1519,1.35348,0.0327963,-0.36323,0.175072,-0.178188,-0.0877585,-0.308715,-0.240873
1520,1.35384,0.00482584,-0.35448,0.172177,-0.180427,-0.0916237,-0.307415,-0.235764
1521,1.34189,0.0082495,-0.359379,0.173167,-0.180014,-0.0969343,-0.303626,-0.232181
1522,1.3453,0.0151679,-0.356689,0.172713,-0.171153,-0.0960137,-0.305937,-0.232009
1523,1.33451,0.0263827,-0.356089,0.169916,-0.169707,-0.0933948,-0.304119,-0.235962
1524,1.32919,0.0231522,-0.361413,0.180217,-0.159673,-0.0936287,-0.312007,-0.241319
1525,1.34826,0.0243425,-0.366292,0.171817,-0.147394,-0.0968131,-0.314635,-0.240754
1526,1.33771,0.0151525,-0.362892,0.165432,-0.147668,-0.0854579,-0.308187,-0.250798
1527,1.32044,0.0156768,-0.360643,0.160417,-0.146382,-0.0857815,-0.309043,-0.256183
1528,1.31845,0.0132115,-0.355628,0.165207,-0.1471,-0.0842951,-0.305974,-0.261658
1529,1.31986,0.0143935,-0.350955,0.166144,-0.149181,-0.0787529,-0.307926,-0.262554
1530,1.31551,0.013086,-0.353197,0.170769,-0.149131,-0.0893161,-0.309628,-0.266535
1531,1.33858,0.0062459,-0.352426,0.163874,-0.148168,-0.0968435,-0.307753,-0.260288
1532,1.32935,0.0197023,-0.35389,0.164862,-0.148636,-0.0991648,-0.308734,-0.258109
1533,1.33339,0.0130489,-0.356483,0.174037,-0.145943,-0.0998722,-0.30581,-0.256789
1534,1.33893,0.0226534,-0.3533,0.176868,-0.151482,-0.0956179,-0.312021,-0.255236
1535,1.34452,0.0095753,-0.349948,0.181477,-0.159309,-0.100568,-0.314868,-0.246169
1536,1.35234,0.0189369,-0.352227,0.184885,-0.167807,-0.0944095,-0.319536,-0.243492
1537,1.36236,0.0254866,-0.351331,0.177944,-0.172155,-0.0952408,-0.32511,-0.245847
1538,1.36763,0.024129,-0.347907,0.172977,-0.174244,-0.0958626,-0.318253,-0.239293
1539,1.34854,0.0127114,-0.350345,0.165256,-0.171724,-0.0884804,-0.320392,-0.239609
1540,1.33581,0.0140441,-0.356068,0.167569,-0.177224,-0.0796173,-0.31952,-0.243001
1541,1.343,0.030647,-0.347478,0.165807,-0.172829,-0.0737467,-0.317591,-0.250128
1542,1.32758,0.0197474,-0.344191,0.164831,-0.179837,-0.0736196,-0.328234,-0.255259
1543,1.34597,0.00898149,-0.342735,0.171067,-0.18005,-0.0752283,-0.327861,-0.251042
1544,1.34798,0.0262901,-0.337467,0.169352,-0.174459,-0.0774145,-0.321912,-0.250464
1545,1.33107,0.0172729,-0.338249,0.173044,-0.173001,-0.081021,-0.312756,-0.250497
1546,1.32857,0.0256412,-0.330993,0.175488,-0.177557,-0.0829754,-0.31863,-0.250933
1547,1.33658,0.00661844,-0.334404,0.182403,-0.174443,-0.0774648,-0.324046,-0.256192
1548,1.34895,0.0187675,-0.333185,0.179083,-0.173105,-0.0835385,-0.323312,-0.252769
1549,1.34499,0.00788142,-0.33107,0.184592,-0.173846,-0.0751672,-0.324572,-0.246435
1550,1.33568,0.0144058,-0.330986,0.188295,-0.169949,-0.0797205,-0.326715,-0.241697
1551,1.33736,0.0276784,-0.322163,0.183988,-0.161339,-0.0688722,-0.33677,-0.250992
1552,1.32412,0.0144404,-0.321651,0.175199,-0.155453,-0.0683525,-0.33367,-0.247396
1553,1.30172,0.0173777,-0.332378,0.172462,-0.159315,-0.0781814,-0.332196,-0.248302
1554,1.32283,0.0206361,-0.329065,0.180677,-0.157619,-0.0739152,-0.334415,-0.252868
1555,1.32856,0.00553677,-0.325565,0.180139,-0.167596,-0.0813204,-0.334574,-0.24961
1556,1.3388,0.0149168,-0.328954,0.177571,-0.174276,-0.0771522,-0.331365,-0.249797
1557,1.33912,0.017023,-0.324138,0.186785,-0.175745,-0.0744396,-0.328175,-0.252326
1558,1.34161,0.012774,-0.318489,0.182208,-0.181884,-0.0838557,-0.325249,-0.25573
1559,1.34742,0.00815442,-0.320289,0.180884,-0.189268,-0.0755744,-0.330217,-0.262496
1560,1.35873,0.0177738,-0.314314,0.183428,-0.201115,-0.0747301,-0.338264,-0.25794
1561,1.36979,0.0145506,-0.316427,0.19128,-0.196891,-0.0755372,-0.348839,-0.2531
1562,1.38207,0.0115724,-0.316446,0.192027,-0.191686,-0.0715475,-0.355663,-0.241265
1563,1.36863,0.0224564,-0.320175,0.178733,-0.185802,-0.0745498,-0.36372,-0.247347
1564,1.37033,0.0101156,-0.317398,0.184353,-0.189582,-0.0848918,-0.370054,-0.249784
1565,1.39606,0.00904152,-0.326271,0.184903,-0.194388,-0.0920418,-0.36659,-0.255017
1566,1.41921,0.0286342,-0.326835,0.18935,-0.196272,-0.106199,-0.367722,-0.258934
1567,1.44531,0.0122673,-0.327372,0.191468,-0.193636,-0.103488,-0.368237,-0.250573
1568,1.43477,0.0169914,-0.335035,0.189063,-0.194089,-0.100353,-0.375163,-0.246025
1569,1.43973,0.0155815,-0.333135,0.192822,-0.192845,-0.0977017,-0.378973,-0.245832
1570,1.44131,0.0127952,-0.324259,0.193472,-0.189281,-0.0888059,-0.381204,-0.246894
1571,1.42392,0.0165373,-0.333197,0.189922,-0.190942,-0.0875843,-0.379455,-0.253417
1572,1.43452,0.0249571,-0.333425,0.19182,-0.192892,-0.0942604,-0.380518,-0.256512
1573,1.44943,0.0312386,-0.336349,0.189421,-0.195446,-0.0939834,-0.384131,-0.254943
1574,1.45427,0.0182577,-0.339945,0.182935,-0.198308,-0.0892898,-0.381555,-0.263558
1575,1.45559,0.0141976,-0.341252,0.185468,-0.190147,-0.0911327,-0.384635,-0.259442
1576,1.45208,0.0109057,-0.341234,0.192063,-0.190055,-0.0947619,-0.376813,-0.261357
1577,1.45629,0.0183933,-0.339893,0.19345,-0.185751,-0.10217,-0.37974,-0.254567
1578,1.45557,0.0206887,-0.347128,0.195841,-0.182728,-0.116779,-0.383817,-0.263426
1579,1.48972,0.0222664,-0.350548,0.199515,-0.187027,-0.11909,-0.38987,-0.275106
1580,1.52116,0.0117836,-0.348974,0.209294,-0.186863,-0.122745,-0.38763,-0.274674
1581,1.53018,0.021768,-0.354364,0.210049,-0.187873,-0.110367,-0.388112,-0.264213
1582,1.51498,0.0229482,-0.346237,0.210991,-0.193465,-0.108251,-0.395261,-0.268409
1583,1.52261,0.0187053,-0.346334,0.203646,-0.197408,-0.110467,-0.395131,-0.266774
1584,1.51976,0.016572,-0.34078,0.206314,-0.193344,-0.111371,-0.394002,-0.270909
1585,1.51672,0.0197369,-0.329761,0.200787,-0.199098,-0.110016,-0.393973,-0.273538
1586,1.50717,0.0173724,-0.330057,0.200141,-0.202296,-0.0965044,-0.389284,-0.277251
1587,1.49553,0.0233514,-0.326371,0.21072,-0.206598,-0.0940136,-0.382924,-0.281062
1588,1.50169,0.0152892,-0.332562,0.209407,-0.215834,-0.0949159,-0.383281,-0.280533
1589,1.51653,0.030924,-0.327072,0.205589,-0.223747,-0.0942459,-0.382862,-0.281548
1590,1.51506,0.0266357,-0.328965,0.201999,-0.21897,-0.0943393,-0.384655,-0.28941
1591,1.51834,0.00675437,-0.324641,0.20934,-0.209953,-0.10142,-0.380044,-0.285672
1592,1.51107,0.0175853,-0.326486,0.211099,-0.214525,-0.0957541,-0.388569,-0.289267
1593,1.5257,0.0101131,-0.328283,0.213103,-0.218303,-0.0977455,-0.394642,-0.289578
1594,1.54165,0.00983458,-0.325568,0.208477,-0.212338,-0.103882,-0.393471,-0.288369
1595,1.5321,0.0312838,-0.319665,0.207555,-0.213871,-0.0996665,-0.402851,-0.286487
1596,1.5301,0.0350535,-0.314922,0.210224,-0.218932,-0.097564,-0.412722,-0.29025
1597,1.54461,0.0178964,-0.30394,0.211897,-0.217238,-0.0895994,-0.417041,-0.287616
1598,1.52733,0.00900813,-0.302903,0.204551,-0.224439,-0.0867658,-0.416814,-0.288867
1599,1.52434,0.0227071,-0.297663,0.204874,-0.22576,-0.091975,-0.416662,-0.294331
1600,1.53127,0.00754091,-0.302086,0.198818,-0.226051,-0.0881533,-0.414827,-0.295782
1601,1.52572,0.0273767,-0.304022,0.198058,-0.218208,-0.0944797,-0.416839,-0.287978
1602,1.51958,0.0247924,-0.312435,0.203635,-0.215006,-0.0878524,-0.420333,-0.284602
1603,1.52386,0.0178379,-0.324393,0.201011,-0.21295,-0.0900684,-0.425359,-0.280948
1604,1.53473,0.00673776,-0.317345,0.199874,-0.213096,-0.0907024,-0.42908,-0.28466
1605,1.53476,0.00731628,-0.317044,0.197756,-0.210987,-0.086628,-0.436613,-0.286165
1606,1.53519,0.0162584,-0.316194,0.192908,-0.214462,-0.0902119,-0.438962,-0.289604
1607,1.54234,0.0199134,-0.311137,0.192067,-0.215948,-0.0870103,-0.439441,-0.29238
1608,1.53798,0.0253643,-0.317424,0.191054,-0.218765,-0.0783102,-0.443212,-0.285999
1609,1.53476,0.0231108,-0.321177,0.187482,-0.21956,-0.0738709,-0.436824,-0.283956
1610,1.52287,0.0157187,-0.331962,0.187476,-0.218092,-0.0728903,-0.44141,-0.288257
1611,1.54009,0.0231284,-0.332401,0.190528,-0.224974,-0.0747233,-0.449442,-0.29146
1612,1.56353,0.00758392,-0.342059,0.193134,-0.224153,-0.0700932,-0.451275,-0.288526
1613,1.56924,0.0285403,-0.339581,0.195802,-0.227523,-0.0814814,-0.457625,-0.295445
1614,1.59746,0.0233364,-0.328034,0.202058,-0.224212,-0.0813293,-0.455511,-0.291922
1615,1.58307,0.0108095,-0.329651,0.198204,-0.223824,-0.0866546,-0.451277,-0.29304
1616,1.58265,0.0254458,-0.330193,0.199041,-0.224475,-0.0836184,-0.443776,-0.29827
1617,1.57937,0.0272567,-0.328524,0.203199,-0.215246,-0.0831735,-0.440065,-0.295178
1618,1.56539,0.00554552,-0.32891,0.204041,-0.204372,-0.0856606,-0.438929,-0.298695
1619,1.56061,0.0214035,-0.324992,0.201426,-0.201545,-0.090603,-0.435201,-0.295529
1620,1.5493,0.00978116,-0.329723,0.205571,-0.196649,-0.0871513,-0.431335,-0.28639
1621,1.53682,0.0273255,-0.328288,0.20811,-0.199933,-0.0877377,-0.4458,-0.291446
1622,1.56132,0.0263127,-0.324235,0.200962,-0.206243,-0.0919418,-0.441279,-0.294235
1623,1.5589,0.0118273,-0.321753,0.203682,-0.207507,-0.0975896,-0.442665,-0.298376
1624,1.57157,0.0112767,-0.32322,0.201098,-0.203743,-0.0967278,-0.444578,-0.297002
1625,1.56637,0.0165175,-0.333042,0.196028,-0.201916,-0.0911628,-0.445472,-0.300135
1626,1.56776,0.00584947,-0.329888,0.204583,-0.204289,-0.0989747,-0.451532,-0.297377
1627,1.58664,0.0190359,-0.331652,0.200641,-0.199438,-0.0864783,-0.454715,-0.299496
1628,1.57242,0.0250025,-0.325617,0.204699,-0.207771,-0.088824,-0.455171,-0.294379
1629,1.57646,0.0199858,-0.325647,0.199356,-0.204526,-0.0892892,-0.447611,-0.29309
1630,1.55952,0.0135849,-0.325069,0.20191,-0.204623,-0.0922588,-0.447936,-0.288185
1631,1.55998,0.0276216,-0.326274,0.195597,-0.202633,-0.087197,-0.449217,-0.283554
1632,1.54447,0.0174642,-0.331218,0.200207,-0.200608,-0.08628,-0.442403,-0.293511
1633,1.55423,0.0128879,-0.336456,0.200514,-0.201312,-0.0829568,-0.435503,-0.298384
1634,1.55513,0.0144057,-0.33797,0.202509,-0.202564,-0.0893346,-0.432539,-0.298967
1635,1.56388,0.0250789,-0.329999,0.198944,-0.204308,-0.0900633,-0.438108,-0.291537
1636,1.55296,0.00343479,-0.333461,0.19361,-0.209047,-0.0856381,-0.438156,-0.292444
1637,1.55236,0.0285813,-0.33016,0.186458,-0.204705,-0.0809542,-0.431094,-0.29744
1638,1.53081,0.0197307,-0.330366,0.189564,-0.206776,-0.0765388,-0.435356,-0.299877
1639,1.53848,0.0216837,-0.328678,0.185061,-0.207883,-0.070651,-0.431486,-0.305551
1640,1.52931,0.0206485,-0.325081,0.186851,-0.218216,-0.0786873,-0.434652,-0.305367
1641,1.54886,0.0220066,-0.331031,0.185855,-0.218925,-0.083229,-0.43751,-0.306944
1642,1.56349,0.0281234,-0.32683,0.184174,-0.207777,-0.084135,-0.443729,-0.305954
1643,1.5526,0.0116038,-0.321709,0.17754,-0.206057,-0.0855789,-0.445708,-0.299361
1644,1.53595,0.0160024,-0.31654,0.176004,-0.211174,-0.0821869,-0.441969,-0.292775
1645,1.52065,0.016297,-0.313757,0.178603,-0.209027,-0.0782158,-0.457291,-0.29171
1646,1.5286,0.0150125,-0.309206,0.174274,-0.216009,-0.0754903,-0.458577,-0.282632
1647,1.51619,0.0232561,-0.307561,0.173247,-0.220522,-0.0759335,-0.461581,-0.282893
1648,1.52174,0.0132533,-0.309778,0.168529,-0.22329,-0.0875367,-0.465952,-0.282042
1649,1.53713,0.0141756,-0.307832,0.170887,-0.220029,-0.097962,-0.470891,-0.291809
1650,1.55941,0.0217171,-0.310616,0.171421,-0.214915,-0.0918371,-0.475706,-0.288969
1651,1.55346,0.0146539,-0.313878,0.160834,-0.210854,-0.0913515,-0.46646,-0.287111
1652,1.53049,0.0235099,-0.315535,0.156977,-0.212506,-0.0831293,-0.475401,-0.278775
1653,1.52232,0.0172105,-0.317852,0.15387,-0.213929,-0.0743705,-0.477447,-0.291504
1654,1.52897,0.0261848,-0.319817,0.154015,-0.200077,-0.0804631,-0.479407,-0.295037
1655,1.52882,0.0143824,-0.319692,0.155869,-0.197956,-0.0875026,-0.474523,-0.293928
1656,1.52947,0.0081439,-0.322517,0.161413,-0.205505,-0.0899045,-0.477315,-0.29366
1657,1.55031,0.0212597,-0.322149,0.162375,-0.199744,-0.0831754,-0.482179,-0.28797
1658,1.53759,0.0189785,-0.320439,0.161879,-0.203259,-0.0857904,-0.474027,-0.284686
1659,1.53008,0.0220103,-0.315038,0.155421,-0.203991,-0.0878191,-0.467425,-0.280727
1660,1.51042,0.0277556,-0.321706,0.163194,-0.19407,-0.0769562,-0.46431,-0.282075
1661,1.50231,0.0239061,-0.321273,0.174204,-0.192392,-0.0841844,-0.460373,-0.27733
1662,1.50976,0.0226641,-0.319512,0.170618,-0.198176,-0.0862471,-0.463499,-0.280767
1663,1.51882,0.0239128,-0.318237,0.170876,-0.205178,-0.0887814,-0.465661,-0.284275
1664,1.53301,0.0247451,-0.32083,0.170484,-0.206649,-0.0847475,-0.46393,-0.283207
1665,1.52985,0.0207766,-0.314643,0.168712,-0.201147,-0.0848804,-0.46174,-0.279066
1666,1.51019,0.0246667,-0.311582,0.172574,-0.206115,-0.0936335,-0.466022,-0.271322
1667,1.52125,0.0241145,-0.309251,0.168534,-0.199125,-0.0948998,-0.472131,-0.274606
1668,1.51855,0.00811317,-0.308887,0.168857,-0.195311,-0.094774,-0.471887,-0.265752
1669,1.50547,0.0153766,-0.312836,0.168762,-0.195203,-0.0959885,-0.477506,-0.275318
1670,1.52561,0.00694214,-0.308717,0.170013,-0.197191,-0.0981187,-0.472781,-0.274759
1671,1.52158,0.0309886,-0.305245,0.162864,-0.193821,-0.102888,-0.472978,-0.27597
1672,1.51377,0.0292532,-0.308962,0.165892,-0.200307,-0.100479,-0.477094,-0.279455
1673,1.53219,0.0312422,-0.315272,0.170896,-0.201648,-0.106604,-0.471655,-0.279928
1674,1.546,0.015065,-0.314007,0.168744,-0.204606,-0.0970176,-0.473668,-0.276424
1675,1.53447,0.0172,-0.31583,0.166493,-0.200938,-0.0948934,-0.476195,-0.283207
1676,1.53756,0.0108697,-0.316908,0.174003,-0.210514,-0.0974397,-0.472628,-0.28384
1677,1.55533,0.0358743,-0.320088,0.177012,-0.206339,-0.0976632,-0.471703,-0.28287
1678,1.55567,0.0109017,-0.31972,0.18117,-0.216759,-0.0911757,-0.466278,-0.2873
1679,1.5624,0.0120309,-0.316772,0.18181,-0.228338,-0.0905884,-0.473456,-0.285256
1680,1.57622,0.0180934,-0.320197,0.179997,-0.231056,-0.0901798,-0.471488,-0.287698
1681,1.58062,0.0219719,-0.318971,0.175604,-0.236142,-0.0967851,-0.476838,-0.290804
1682,1.59514,0.0159487,-0.315198,0.179629,-0.238282,-0.0975391,-0.478635,-0.294888
1683,1.60417,0.0205514,-0.316617,0.175014,-0.232417,-0.0918353,-0.47946,-0.298611
1684,1.59395,0.019317,-0.31669,0.162097,-0.230602,-0.0861221,-0.478961,-0.284403
1685,1.55887,0.01548,-0.313204,0.163075,-0.224,-0.0780218,-0.485534,-0.284392
1686,1.54823,0.0186573,-0.306957,0.156352,-0.227883,-0.0710376,-0.48313,-0.297968
1687,1.54333,0.0266073,-0.303211,0.156428,-0.229608,-0.0617961,-0.480987,-0.29303
1688,1.52506,0.0227993,-0.305104,0.161412,-0.234089,-0.0643319,-0.476776,-0.291517
1689,1.53323,0.0198313,-0.310342,0.160544,-0.231905,-0.0587427,-0.48222,-0.288382
1690,1.53214,0.0257675,-0.308399,0.150447,-0.233312,-0.0614808,-0.482622,-0.283556
1691,1.51982,0.00818253,-0.306577,0.150464,-0.232747,-0.0611167,-0.482697,-0.279583
1692,1.51319,0.00909646,-0.30008,0.151054,-0.237743,-0.0657894,-0.480857,-0.279342
1693,1.51486,0.0206163,-0.306296,0.147358,-0.241081,-0.0591891,-0.482086,-0.279837
1694,1.51585,0.0137573,-0.29946,0.148795,-0.238394,-0.0622486,-0.490254,-0.281733
1695,1.52088,0.00931202,-0.297616,0.142463,-0.235331,-0.0711042,-0.495833,-0.279973
1696,1.52232,0.0252657,-0.295915,0.139323,-0.231092,-0.0750265,-0.497697,-0.28443
1697,1.52348,0.0260714,-0.296669,0.131494,-0.238943,-0.0710096,-0.500528,-0.283248
1698,1.52189,0.0261293,-0.299459,0.132006,-0.241722,-0.0694054,-0.500384,-0.284115
1699,1.52709,0.0132245,-0.293453,0.138331,-0.244543,-0.0688521,-0.496382,-0.288913
1700,1.53047,0.0231989,-0.291273,0.13555,-0.241154,-0.0693712,-0.497656,-0.291966
1701,1.52697,0.0189714,-0.284529,0.127847,-0.239112,-0.0754844,-0.497776,-0.289982
1702,1.51473,0.0211734,-0.276418,0.129349,-0.239904,-0.0778091,-0.497673,-0.288173
1703,1.50933,0.0072933,-0.272797,0.129741,-0.243941,-0.0742381,-0.499482,-0.280922
1704,1.50112,0.0250378,-0.273404,0.127573,-0.249208,-0.0787555,-0.500278,-0.274253
1705,1.50347,0.022745,-0.272224,0.130124,-0.246924,-0.0789494,-0.502563,-0.27838
1706,1.50916,0.00502242,-0.268934,0.12417,-0.25524,-0.0824997,-0.503408,-0.285377
1707,1.51963,0.0149205,-0.272346,0.133779,-0.250968,-0.0750711,-0.503396,-0.279513
